waterrelated,,plantandvegetables,,humanrelated,,animal,,insect,,landsoil,,searelated,,others,,wastewater,,food,
,,,,,,,,,,2998996,soil,,,,,2801537,sewage of school,,
,,,,,,,,,,2927288,soil,,,,,2978980,seafood market sewage,,
,,,,,,,,,,2599837,soil,,,,,2996088,sewage sample of Chigang seafood market,,
,,,,,,,,,,2599835,soil,,,,,2914022,sewage,,
,,,,,,,,,,2998980,soil,,,,,2608283,sewage sample,,
,,,,,,,,,,2836091,soil,,,,,2880897,sewage,,
,,,,,,,,,,2836090,soil,,,,,2861001,sewage from seafood market,,
,,,,,,,,,,2704035,soil,,,,,1003177,aquatic sewage from Nanshan aquatic market,,
,,,,,,,,,,2599834,soil,,,,,1434659,waste water,,
,,,,,,,,,,2599833,soil,,,,,2484247,sewage water,,
,,,,,,,,,,2927284,soil,,,,,2048980,wastewater,,
,,,,,,,,,,2419611,soil,,,,,2982902,sewage,,
,,,,,,,,,,2885974,soil,,,,,3003632,sewage,,
,,,,,,,,,,2599832,soil,,,,,2776766,field sewage,,
,,,,,,,,,,2965180,soil,,,,,2782564,sewage,,
,,,,,,,,,,2419968,soil,,,,,2873457,waste water treatment plant,,
,,,,,,,,,,2419967,soil,,,,,2873451,raw influent sewage,,
,,,,,,,,,,2937734,soil,,,,,2873460,waste water treatment plant,,
,,,,,,,,,,2910755,soil,,,,,2918933,sewage,,
,,,,,,,,,,2985313,soil,,,,,2918932,sewage,,
,,,,,,,,,,2599831,soil,,,,,2918931,sewage,,
,,,,,,,,,,2603260,soil,,,,,2912646,drain water,,
,,,,,,,,,,2985312,soil,,,,,2912645,drain water,,
,,,,,,,,,,2686083,soil,,,,,2972803,Sewage and Seine river water,,
,,,,,,,,,,2859633,soil,,,,,2972802,Sewage and Seine river water,,
,,,,,,,,,,2776856,soil,,,,,3018531,wastewater,,
,,,,,,,,,,2759388,soil,,,,,2972801,Sewage and Seine river water,,
,,,,,,,,,,2927279,soil,,,,,2900318,raw sewage,,
,,,,,,,,,,2776838,soil,,,,,2894799,sewage,,
,,,,,,,,,,2776855,soil,,,,,2591365,raw sewage,,
,,,,,,,,,,2927278,soil,,,,,2902677,raw sewage,,
,,,,,,,,,,2419964,soil,,,,,2767583,wastewater treatment plant,,
,,,,,,,,,,2871537,soil,,,,,2767580,wastewater,,
,,,,,,,,,,2419963,soil,,,,,2912295,raw sewage,,
,,,,,,,,,,2599830,soil,,,,,2801521,sewage,,
,,,,,,,,,,2599829,soil,,,,,2912294,raw sewage,,
,,,,,,,,,,2652409,soil,,,,,2902665,raw sewage,,
,,,,,,,,,,3038363,soil,,,,,2777349,raw sewage,,
,,,,,,,,,,2599827,soil,,,,,2902664,raw sewage,,
,,,,,,,,,,2776854,soil,,,,,2902663,raw sewage,,
,,,,,,,,,,2832319,soil,,,,,2894791,sewage,,
,,,,,,,,,,2686081,soil,,,,,2902661,raw sewage,,
,,,,,,,,,,2974047,soil,,,,,2766968,sewage water,,
,,,,,,,,,,2912653,soil,,,,,2875969,municipal sewage,,
,,,,,,,,,,2985308,soil,,,,,2419704,wastewater treatment plant,,
,,,,,,,,,,2805831,soil,,,,,3038212,sewage of hospital,,
,,,,,,,,,,2713259,soil,,,,,3038211,sewage of hospital,,
,,,,,,,,,,2867481,soil,,,,,2876596,sewage,,
,,,,,,,,,,2927277,soil,,,,,2935723,sewage,,
,,,,,,,,,,2965179,soil,,,,,2935722,sewage,,
,,,,,,,,,,2885973,soil,,,,,2900302,sewage,,
,,,,,,,,,,2927276,soil,,,,,2914023,sewage,,
,,,,,,,,,,2743903,soil,,,,,2914220,sewage,,
,,,,,,,,,,2927240,soil,,,,,2982913,sewage water,,
,,,,,,,,,,2927239,soil,,,,,3018523,wastewater,,
,,,,,,,,,,2936922,soil,,,,,3018527,wastewater,,
,,,,,,,,,,2419610,soil,,,,,3018525,wastewater,,
,,,,,,,,,,2599825,soil,,,,,2968371,waste water,,
,,,,,,,,,,2419609,soil,,,,,2968370,waste water,,
,,,,,,,,,,2970348,soil,,,,,3018526,wastewater,,
,,,,,,,,,,2926105,soil,,,,,3018524,wastewater,,
,,,,,,,,,,2686082,soil,,,,,2047931,human wastewater,,
,,,,,,,,,,2926103,soil,,,,,2047930,human wastewater,,
,,,,,,,,,,2419957,soil,,,,,2047928,human wastewater,,
,,,,,,,,,,2985311,soil,,,,,2047927,human wastewater,,
,,,,,,,,,,2867475,soil,,,,,2047926,human wastewater,,
,,,,,,,,,,2762410,soil,,,,,2047922,human wastewater,,
,,,,,,,,,,2510522,soil,,,,,2047919,human wastewater,,
,,,,,,,,,,2599823,soil,,,,,2047920,human wastewater,,
,,,,,,,,,,2999017,soil,,,,,2968543,municipal sewage,,
,,,,,,,,,,2894292,soil,,,,,2968542,municipal sewage,,
,,,,,,,,,,2832317,soil,,,,,2968541,municipal sewage,,
,,,,,,,,,,2419952,soil,,,,,2968540,municipal sewage,,
,,,,,,,,,,2944951,soil,,,,,2968539,municipal sewage,,
,,,,,,,,,,2927275,soil,,,,,2968538,municipal sewage,,
,,,,,,,,,,2743904,soil,,,,,2968536,municipal sewage,,
,,,,,,,,,,2776852,soil,,,,,2968537,municipal sewage,,
,,,,,,,,,,2928832,soil,,,,,2822858,sewage,,
,,,,,,,,,,3017297,soil,,,,,2759209,sewage,,
,,,,,,,,,,2713258,soil,,,,,2741065,sewage,,
,,,,,,,,,,2832316,soil,,,,,2686293,waste water,,
,,,,,,,,,,2656522,soil,,,,,2686475,processing waste water,,
,,,,,,,,,,2985648,soil,,,,,2686296,waste water,,
,,,,,,,,,,2945967,soil,,,,,2500576,waste water,,
,,,,,,,,,,2419948,soil,,,,,2777351,raw sewage,,
,,,,,,,,,,2885972,soil,,,,,2973489,sewage,,
,,,,,,,,,,3038360,soil,,,,,2996059,sewage,,
,,,,,,,,,,2926081,soil,,,,,2996060,sewage,,
,,,,,,,,,,2776851,soil,,,,,3003790,sewage,,
,,,,,,,,,,2832315,soil,,,,,2936918,waste water,,
,,,,,,,,,,2591069,soil,,,,,3003789,sewage,,
,,,,,,,,,,2951391,soil,,,,,2950328,wastewater,,
,,,,,,,,,,2024279,soil,,,,,2950327,wastewater,,
,,,,,,,,,,2027887,soil,,,,,2968608,municipal sewage,,
,,,,,,,,,,2015871,soil,,,,,2968607,municipal sewage,,
,,,,,,,,,,2250368,soil,,,,,2968606,municipal sewage,,
,,,,,,,,,,2015870,soil,,,,,2968604,municipal sewage,,
,,,,,,,,,,2250389,soil,,,,,2968605,municipal sewage,,
,,,,,,,,,,2015869,soil,,,,,2234037,wastewater treatment plant,,
,,,,,,,,,,2499019,soil,,,,,2282407,wastewater treatment plant,,
,,,,,,,,,,2517930,soil,,,,,3034680,wastewater,,
,,,,,,,,,,2015868,soil,,,,,2944657,Urbana-Champaign wastewater,,
,,,,,,,,,,2927283,soil,,,,,2234036,wastewater treatment plant,,
,,,,,,,,,,2664221,soil,,,,,2945941,sewage from Charite Hospital,,
,,,,,,,,,,1897763,soil,,,,,2973490,influent from wastewater treatment plant,,
,,,,,,,,,,2776850,soil,,,,,2894732,sewage of seafood market,,
,,,,,,,,,,2014347,soil,,,,,2831177,sewage of seafood market,,
,,,,,,,,,,2015864,soil,,,,,2981540,sewage water,,
,,,,,,,,,,2927255,soil,,,,,2484246,sewage water,,
,,,,,,,,,,2024278,soil,,,,,2851083,sewage,,
,,,,,,,,,,2652410,soil,,,,,2859072,sewage water,,
,,,,,,,,,,2250415,soil,,,,,3025413,municipal sewage,,
,,,,,,,,,,2250414,soil,,,,,2968633,municipal sewage,,
,,,,,,,,,,2015862,soil,,,,,2968635,municipal sewage,,
,,,,,,,,,,2015859,soil,,,,,2968634,municipal sewage,,
,,,,,,,,,,2588498,soil,,,,,2968631,municipal sewage,,
,,,,,,,,,,2250413,soil,,,,,2968632,municipal sewage,,
,,,,,,,,,,2762386,"soil, La Jolla, CA",,,,,2968620,municipal sewage,,
,,,,,,,,,,2250412,soil,,,,,2968619,municipal sewage,,
,,,,,,,,,,2859474,soil,,,,,2968618,municipal sewage,,
,,,,,,,,,,2998987,soil,,,,,2968617,municipal sewage,,
,,,,,,,,,,2024281,soil,,,,,2968615,municipal sewage,,
,,,,,,,,,,2591110,soil,,,,,2968616,municipal sewage,,
,,,,,,,,,,3038362,soil,,,,,2170705,hospital sewage,,
,,,,,,,,,,2565509,soil,,,,,2848982,sewage,,
,,,,,,,,,,2250411,soil,,,,,2059878,sewage,,
,,,,,,,,,,2024277,soil,,,,,3028154,sewage,,
,,,,,,,,,,3017298,soil,,,,,2961686,sewage,,
,,,,,,,,,,2859481,soil,,,,,3028153,sewage,,
,,,,,,,,,,2591067,soil,,,,,2723762,sewage,,
,,,,,,,,,,2024276,soil,,,,,2951233,wastewater,,
,,,,,,,,,,2015858,soil,,,,,2419738,sewage water,,
,,,,,,,,,,2014348,soil,,,,,2562462,sewage,,
,,,,,,,,,,2656524,soil,,,,,2419736,sewage water,,
,,,,,,,,,,2867479,soil,,,,,2419737,sewage water,,
,,,,,,,,,,2591066,soil,,,,,2939132,sewage,,
,,,,,,,,,,2859477,soil,,,,,2939131,sewage,,
,,,,,,,,,,2951390,soil,,,,,2939130,sewage,,
,,,,,,,,,,2250410,soil,,,,,2939128,sewage,,
,,,,,,,,,,2024275,soil,,,,,2939129,sewage,,
,,,,,,,,,,2999016,soil,,,,,2968710,municipal sewage,,
,,,,,,,,,,2015816,soil,,,,,2968709,municipal sewage,,
,,,,,,,,,,2015855,soil,,,,,2968708,municipal sewage,,
,,,,,,,,,,2859632,soil,,,,,2968706,municipal sewage,,
,,,,,,,,,,2946721,soil,,,,,2968707,municipal sewage,,
,,,,,,,,,,2250409,soil,,,,,2968690,municipal sewage,,
,,,,,,,,,,2517928,soil,,,,,2968689,municipal sewage,,
,,,,,,,,,,2985310,soil,,,,,2968688,municipal sewage,,
,,,,,,,,,,2985309,soil,,,,,2968686,municipal sewage,,
,,,,,,,,,,2686467,soil,,,,,2968687,municipal sewage,,
,,,,,,,,,,2024274,soil,,,,,2894790,raw sewage,,
,,,,,,,,,,2656525,soil,,,,,2894787,raw sewage,,
,,,,,,,,,,2656544,soil,,,,,2894785,raw sewage,,
,,,,,,,,,,2998981,soil,,,,,2483609,lab crude sewage,,
,,,,,,,,,,2910758,soil,,,,,2894780,raw sewage,,
,,,,,,,,,,2945970,soil,,,,,2968735,municipal sewage,,
,,,,,,,,,,2857501,soil,,,,,2968734,municipal sewage,,
,,,,,,,,,,2927291,river soil,,,,,2968732,municipal sewage,,
,,,,,,,,,,2845816,soil,,,,,2968733,municipal sewage,,
,,,,,,,,,,2978483,soil,,,,,2761539,sewage water,,
,,,,,,,,,,2652883,soil,,,,,689414,sewage,,
,,,,,,,,,,2599851,soil,,,,,3046621,sewage water,,
,,,,,,,,,,3035391,soil,,,,,2595040,community sewage water,,
,,,,,,,,,,2591117,soil,,,,,2419526,wastewater,,
,,,,,,,,,,2599850,soil,,,,,2419525,wastewater,,
,,,,,,,,,,2599847,soil,,,,,2419523,wastewater,,
,,,,,,,,,,2885976,soil,,,,,2419524,wastewater,,
,,,,,,,,,,2927269,soil,,,,,2902746,raw sewage,,
,,,,,,,,,,2927266,soil,,,,,2902745,raw sewage,,
,,,,,,,,,,2998991,soil,,,,,2902744,raw sewage,,
,,,,,,,,,,2927262,soil,,,,,2902747,raw sewage,,
,,,,,,,,,,2927261,soil,,,,,2924913,wastewater,,
,,,,,,,,,,2927260,soil,,,,,2924912,wastewater,,
,,,,,,,,,,2776858,soil,,,,,2924910,wastewater,,
,,,,,,,,,,2978487,soil,,,,,2924911,wastewater,,
,,,,,,,,,,2927258,soil,,,,,1868829,sewage,,
,,,,,,,,,,2653746,soil,,,,,1868842,sewage,,
,,,,,,,,,,2590931,soil,,,,,2894361,waste water,,
,,,,,,,,,,2927247,soil,,,,,3038281,wastewater,,
,,,,,,,,,,2656538,soil,,,,,2968714,municipal sewage,,
,,,,,,,,,,2998889,soil,,,,,2968713,municipal sewage,,
,,,,,,,,,,2743913,soil,,,,,2968711,municipal sewage,,
,,,,,,,,,,2910757,soil,,,,,2968712,municipal sewage,,
,,,,,,,,,,3035379,soil,,,,,2593324,sewage,,
,,,,,,,,,,2926107,soil,,,,,2601674,sewage,,
,,,,,,,,,,2998888,soil,,,,,3032370,hospital wastewater,,
,,,,,,,,,,2499024,soil,,,,,2913131,waste water,,
,,,,,,,,,,2652405,soil,,,,,2814701,sewage slurry,,
,,,,,,,,,,2910756,soil,,,,,2814700,sewage slurry,,
,,,,,,,,,,2926104,soil,,,,,2803369,sewage slurry,,
,,,,,,,,,,2859475,soil,,,,,2814699,sewage slurry,,
,,,,,,,,,,2762391,"soil, Omaha, NE",,,,,2596676,waste water treatment plant sample,,
,,,,,,,,,,2835954,soil,,,,,2894399,wastewater reclamation facility,,
,,,,,,,,,,2805833,soil,,,,,2886033,wastewater treatment facility,,
,,,,,,,,,,2499023,soil,,,,,2983350,waste water,,
,,,,,,,,,,2656531,soil,,,,,2981568,waste water,,
,,,,,,,,,,2871538,soil,,,,,2983349,waste water,,
,,,,,,,,,,2656530,soil,,,,,2686313,wastewater,,
,,,,,,,,,,2652411,soil,,,,,2686311,wastewater,,
,,,,,,,,,,2928750,soil,,,,,2686312,wastewater,,
,,,,,,,,,,2851095,soil,,,,,1109714,wastewater,,
,,,,,,,,,,2939733,soil,,,,,1109712,wastewater,,
,,,,,,,,,,2762389,"soil, Omaha, NE",,,,,1109713,wastewater,,
,,,,,,,,,,3035369,soil,,,,,2835986,sewage water,,
,,,,,,,,,,2656528,soil,,,,,2835979,treated sewage water,,
,,,,,,,,,,2965181,soil,,,,,2835980,treated sewage water,,
,,,,,,,,,,2876201,soil,,,,,2686302,waste water,,
,,,,,,,,,,3053442,soil,,,,,2686298,waste water,,
,,,,,,,,,,3053441,soil,,,,,2686299,waste water,,
,,,,,,,,,,3053440,soil,,,,,1434750,wastewater,,
,,,,,,,,,,3053439,soil,,,,,1434748,wastewater,,
,,,,,,,,,,3053438,soil,,,,,1434749,wastewater,,
,,,,,,,,,,3053437,soil,,,,,2912627,sewage,,
,,,,,,,,,,3053436,soil,,,,,2510940,irish wastewater,,
,,,,,,,,,,3053435,soil,,,,,2510944,irish wastewater,,
,,,,,,,,,,3053434,soil,,,,,3028513,wastewater,,
,,,,,,,,,,3053433,soil,,,,,3028514,wastewater,,
,,,,,,,,,,3053432,soil,,,,,3028515,wastewater,,
,,,,,,,,,,3053431,soil,,,,,2968661,municipal sewage,,
,,,,,,,,,,3053430,soil,,,,,2968658,municipal sewage,,
,,,,,,,,,,2917161,soil,,,,,2968660,municipal sewage,,
,,,,,,,,,,2770327,soil from grassy area at UCLA,,,,,2912644,drain water,,
,,,,,,,,,,2930344,soil,,,,,2596709,sewage,,
,,,,,,,,,,2930343,soil,,,,,2912643,drain water,,
,,,,,,,,,,2930342,soil,,,,,2894303,wastewater samples,,
,,,,,,,,,,2930341,soil,,,,,2914169,sewage water,,
,,,,,,,,,,2930340,soil,,,,,2894302,wastewater samples,,
,,,,,,,,,,2930339,soil,,,,,2948595,sewage,,
,,,,,,,,,,2930338,soil,,,,,2948593,sewage,,
,,,,,,,,,,2045370,soil,,,,,2948594,sewage,,
,,,,,,,,,,2045371,soil,,,,,2968614,municipal sewage,,
,,,,,,,,,,2917160,soil,,,,,2968612,municipal sewage,,
,,,,,,,,,,2930333,soil,,,,,2968613,municipal sewage,,
,,,,,,,,,,2876570,soil,,,,,2968534,municipal sewage,,
,,,,,,,,,,2601665,soil,,,,,2968532,municipal sewage,,
,,,,,,,,,,2869567,soil,,,,,2968533,municipal sewage,,
,,,,,,,,,,2601664,soil,,,,,2724308,hospital wastewater,,
,,,,,,,,,,2869566,soil,,,,,2862737,sewage,,
,,,,,,,,,,2950152,soil,,,,,3041210,sewage water,,
,,,,,,,,,,2801523,soil,,,,,2853094,"sewage influent, Birmingham, AL",,
,,,,,,,,,,2950151,soil,,,,,2853095,"sewage influent, Birmingham, AL",,
,,,,,,,,,,2601663,soil,,,,,2853092,"sewage influent, Birmingham, AL",,
,,,,,,,,,,2601662,soil,,,,,2948611,sewage,,
,,,,,,,,,,2601661,soil,,,,,2875845,waste water,,
,,,,,,,,,,2601660,soil,,,,,2663327,sewage,,
,,,,,,,,,,2869565,soil,,,,,2660693,sewage of seafood market,,
,,,,,,,,,,2869564,soil,,,,,2660694,sewage of seafood market,,
,,,,,,,,,,2601659,soil,,,,,2923285,sewage of aquatic products markets,,
,,,,,,,,,,2601658,soil,,,,,2484248,sewage water,,
,,,,,,,,,,2601657,soil,,,,,2968730,municipal sewage,,
,,,,,,,,,,2601656,soil,,,,,2968731,municipal sewage,,
,,,,,,,,,,2601655,soil,,,,,2936911,wastewater samples,,
,,,,,,,,,,2601654,soil,,,,,2936912,wastewater samples,,
,,,,,,,,,,2601653,soil,,,,,1470463,sewage,,
,,,,,,,,,,2801833,soil,,,,,1470464,sewage,,
,,,,,,,,,,2801832,soil,,,,,2927622,dairy industry wastewater,,
,,,,,,,,,,2869563,soil,,,,,3003725,dairy industry wastewater,,
,,,,,,,,,,2869562,soil,,,,,2686297,waste water,,
,,,,,,,,,,2601652,soil,,,,,2686301,waste water,,
,,,,,,,,,,2801830,soil,,,,,3049138,Kuala Lumpur Sewage Treatment Plant,,
,,,,,,,,,,2801831,soil,,,,,2686300,waste water,,
,,,,,,,,,,1701806,soil and water,,,,,2968684,municipal sewage,,
,,,,,,,,,,2874893,soil and water,,,,,2968685,municipal sewage,,
,,,,,,,,,,2874892,soil and water,,,,,2894356,waste water,,
,,,,,,,,,,2874891,soil and water,,,,,2912652,drain water,,
,,,,,,,,,,2874890,soil and water,,,,,2712956,sewage,,
,,,,,,,,,,2874889,soil and water,,,,,2712957,sewage,,
,,,,,,,,,,2874888,soil and water,,,,,2571241,sewage,,
,,,,,,,,,,2874887,soil and water,,,,,2851030,sewage sample,,
,,,,,,,,,,2874886,soil and water,,,,,2894802,raw sewage,,
,,,,,,,,,,2874885,soil and water,,,,,2894803,raw sewage,,
,,,,,,,,,,2874884,soil and water,,,,,2968667,municipal sewage,,
,,,,,,,,,,2874883,soil and water,,,,,2968668,municipal sewage,,
,,,,,,,,,,2874882,soil and water,,,,,3018530,wastewater,,
,,,,,,,,,,2874881,soil and water,,,,,3018529,wastewater,,
,,,,,,,,,,2951234,soil and water,,,,,1647283,activated sludge wastewater,,
,,,,,,,,,,2874880,soil and water,,,,,1647472,wastewater,,
,,,,,,,,,,2874879,soil and water,,,,,2894335,sewage sample,,
,,,,,,,,,,2874878,soil and water,,,,,2894336,sewage sample,,
,,,,,,,,,,2874877,soil and water,,,,,2587820,wastewater,,
,,,,,,,,,,2874876,soil and water,,,,,2601609,sewage water,,
,,,,,,,,,,2874875,soil and water,,,,,2968610,municipal sewage,,
,,,,,,,,,,2874874,soil and water,,,,,2968611,municipal sewage,,
,,,,,,,,,,2874873,soil and water,,,,,1035662,sewage,,
,,,,,,,,,,2874872,soil and water,,,,,1127515,sewage,,
,,,,,,,,,,2874871,soil and water,,,,,2968579,municipal sewage,,
,,,,,,,,,,2874870,soil and water,,,,,2968580,municipal sewage,,
,,,,,,,,,,2874869,soil and water,,,,,2968527,municipal sewage,,
,,,,,,,,,,2874868,soil and water,,,,,2968528,municipal sewage,,
,,,,,,,,,,2874867,soil and water,,,,,1748773,wastewater treatment plant,,
,,,,,,,,,,2874866,soil and water,,,,,1754209,wastewater treatment plant,,
,,,,,,,,,,2874865,soil and water,,,,,3038269,waste water,,
,,,,,,,,,,2874864,soil and water,,,,,2968621,municipal sewage,,
,,,,,,,,,,2874863,soil and water,,,,,2909582,sewage of a seafood market in a coastal city of China,,
,,,,,,,,,,2874862,soil and water,,,,,2876111,sewage,,
,,,,,,,,,,2874861,soil and water,,,,,2936916,medical sewage,,
,,,,,,,,,,2874860,soil and water,,,,,2812903,wastewater from laboratory wastewater treatment plant,,
,,,,,,,,,,2874859,soil and water,,,,,2951236,wastewater,,
,,,,,,,,,,2874858,soil and water,,,,,2996110,sewage from retail pork stalls,,
,,,,,,,,,,2874857,soil and water,,,,,2759272,wastewater,,
,,,,,,,,,,2874856,soil and water,,,,,2968609,municipal sewage,,
,,,,,,,,,,2874855,soil and water,,,,,1647473,wastewater,,
,,,,,,,,,,2874854,soil and water,,,,,1871712,sewage,,
,,,,,,,,,,2874853,soil and water,,,,,2875358,municipal sewage,,
,,,,,,,,,,2951201,soil and water,,,,,2906752,hospital wastewater,,
,,,,,,,,,,2874852,soil and water,,,,,2968630,municipal sewage,,
,,,,,,,,,,1784947,soil,,,,,2651067,sewage of seafood market,,
,,,,,,,,,,2653272,soil,,,,,2968629,municipal sewage,,
,,,,,,,,,,2126735,soil,,,,,2686294,waste water,,
,,,,,,,,,,2201349,soil,,,,,2588500,sewage influent,,
,,,,,,,,,,2593359,soil,,,,,3020854,waste water,,
,,,,,,,,,,2653771,soil,,,,,2812861,sewage samples,,
,,,,,,,,,,2951404,soil,,,,,2686310,Avedore wastewater,,
,,,,,,,,,,2951403,soil,,,,,2968529,municipal sewage,,
,,,,,,,,,,2965226,soil,,,,,2859649,wastewater collected,,
,,,,,,,,,,2951208,soil,,,,,2924714,sewage water,,
,,,,,,,,,,2832321,soil,,,,,3003735,sewage water,,
,,,,,,,,,,2182322,soil,,,,,2495576,sewage,,
,,,,,,,,,,2832320,soil,,,,,1229760,sewage water,,
,,,,,,,,,,2182321,soil,,,,,1589748,sewage,,
,,,,,,,,,,2951402,soil,,,,,2292880,wastewater treatment plant,,
,,,,,,,,,,2510517,soil,,,,,2822582,sewage water,,
,,,,,,,,,,2936925,soil,,,,,2928757,sewage,,
,,,,,,,,,,2201348,soil,,,,,2961981,sewage,,
,,,,,,,,,,2927241,soil,,,,,2806697,sewage,,
,,,,,,,,,,2201347,soil,,,,,2785444,sewage,,
,,,,,,,,,,2965225,soil,,,,,2894773,sewage,,
,,,,,,,,,,2601642,soil,,,,,2973498,sewage,,
,,,,,,,,,,2201346,soil,,,,,1610872,sewage,,
,,,,,,,,,,2951274,soil,,,,,2696336,waste water treatment plant efluent,,
,,,,,,,,,,2601688,soil,,,,,1636544,wastewater,,
,,,,,,,,,,2500796,soil,,,,,2489146,wastewater,,
,,,,,,,,,,2510569,soil,,,,,2675202,sewage,,
,,,,,,,,,,2832318,soil,,,,,1965372,sewage,,
,,,,,,,,,,2951273,soil,,,,,2608368,water sewage sample,,
,,,,,,,,,,2250337,soil,,,,,2893953,municipal sewage,,
,,,,,,,,,,2951272,soil,,,,,1871709,sewage,,
,,,,,,,,,,2588141,soil,,,,,2924878,sewage sample,,
,,,,,,,,,,2776848,soil,,,,,2812902,hospital wastewater,,
,,,,,,,,,,2510513,soil,,,,,2968682,municipal sewage,,
,,,,,,,,,,2951271,soil,,,,,2712944,wastewater,,
,,,,,,,,,,2601641,soil,,,,,2575256,sewage from slaughterhouse,,
,,,,,,,,,,2599889,soil,,,,,1977640,wastewater,,
,,,,,,,,,,2041353,soil,,,,,3018528,wastewater,,
,,,,,,,,,,2965223,soil,,,,,2948610,sewage,,
,,,,,,,,,,2844394,soil,,,,,2974451,sewage,,
,,,,,,,,,,2593342,soil,,,,,2968664,municipal sewage,,
,,,,,,,,,,2315705,soil,,,,,1109717,wastewater,,
,,,,,,,,,,2596974,soil,,,,,2900137,sewage plant,,
,,,,,,,,,,2686229,soil,,,,,3017068,sewage,,
,,,,,,,,,,2656554,soil,,,,,1718594,activated sludge wastewater sample,,
,,,,,,,,,,2201443,soil,,,,,2873380,sewage water,,
,,,,,,,,,,2656553,soil,,,,,2951182,wastewater,,
,,,,,,,,,,2805839,soil,,,,,1927015,sewage of dairy farms of GADVASU,,
,,,,,,,,,,2829392,soil,,,,,2912651,drain water,,
,,,,,,,,,,2704040,soil,,,,,1109711,wastewater,,
,,,,,,,,,,2885983,soil,,,,,2026083,wastewater,,
,,,,,,,,,,2871523,soil,,,,,698728,hospital sewage,,
,,,,,,,,,,2201440,soil,,,,,2492948,sewage,,
,,,,,,,,,,2201438,soil,,,,,689414,sewage,,
,,,,,,,,,,2599856,soil,,,,,12022,sewage,,
,,,,,,,,,,2656551,soil,,,,,2789016,sewage,,
,,,,,,,,,,2686228,soil,,,,,1913667,sewage ,,
,,,,,,,,,,2772025,soil,,,,,1701806,wastewater plant,,
,,,,,,,,,,2593338,soil,,,,,,,,
,,,,,,,,,,2686087,soil,,,,,,,,
,,,,,,,,,,2885981,soil,,,,,,,,
,,,,,,,,,,2656550,soil,,,,,,,,
,,,,,,,,,,2250370,soil,,,,,,,,
,,,,,,,,,,2201434,soil,,,,,,,,
,,,,,,,,,,2885980,soil,,,,,,,,
,,,,,,,,,,2656548,soil,,,,,,,,
,,,,,,,,,,2926102,soil,,,,,,,,
,,,,,,,,,,2836048,soil,,,,,,,,
,,,,,,,,,,2572531,soil,,,,,,,,
,,,,,,,,,,2686090,soil,,,,,,,,
,,,,,,,,,,2926091,soil,,,,,,,,
,,,,,,,,,,2507864,soil,,,,,,,,
,,,,,,,,,,2656546,soil,,,,,,,,
,,,,,,,,,,2024280,soil,,,,,,,,
,,,,,,,,,,1897442,soil,,,,,,,,
,,,,,,,,,,2201445,soil,,,,,,,,
,,,,,,,,,,3038381,soil,,,,,,,,
,,,,,,,,,,1747281,soil,,,,,,,,
,,,,,,,,,,2201454,soil,,,,,,,,
,,,,,,,,,,2015832,soil,,,,,,,,
,,,,,,,,,,2234034,soil,,,,,,,,
,,,,,,,,,,1700839,soil sample,,,,,,,,
,,,,,,,,,,2015831,soil,,,,,,,,
,,,,,,,,,,2201453,soil,,,,,,,,
,,,,,,,,,,2201452,soil,,,,,,,,
,,,,,,,,,,2182361,soil,,,,,,,,
,,,,,,,,,,2743998,soil,,,,,,,,
,,,,,,,,,,1897541,soil,,,,,,,,
,,,,,,,,,,2201451,soil,,,,,,,,
,,,,,,,,,,2015830,soil,,,,,,,,
,,,,,,,,,,1755671,soil,,,,,,,,
,,,,,,,,,,2015812,soil,,,,,,,,
,,,,,,,,,,1897551,soil,,,,,,,,
,,,,,,,,,,2182359,soil,,,,,,,,
,,,,,,,,,,2201450,soil,,,,,,,,
,,,,,,,,,,2530159,soil,,,,,,,,
,,,,,,,,,,2201449,soil,,,,,,,,
,,,,,,,,,,1887657,soil,,,,,,,,
,,,,,,,,,,2201448,soil,,,,,,,,
,,,,,,,,,,2201447,soil,,,,,,,,
,,,,,,,,,,2024254,soil,,,,,,,,
,,,,,,,,,,1955426,soil,,,,,,,,
,,,,,,,,,,2530158,soil,,,,,,,,
,,,,,,,,,,2015826,soil,,,,,,,,
,,,,,,,,,,2201446,soil,,,,,,,,
,,,,,,,,,,2652425,soil,,,,,,,,
,,,,,,,,,,3028492,soil,,,,,,,,
,,,,,,,,,,2863856,soil,,,,,,,,
,,,,,,,,,,2891200,soil,,,,,,,,
,,,,,,,,,,2998984,soil,,,,,,,,
,,,,,,,,,,2999013,soil,,,,,,,,
,,,,,,,,,,2970489,soil,,,,,,,,
,,,,,,,,,,2935024,soil,,,,,,,,
,,,,,,,,,,2871549,soil,,,,,,,,
,,,,,,,,,,2912657,soil,,,,,,,,
,,,,,,,,,,2283264,soil,,,,,,,,
,,,,,,,,,,2871548,soil,,,,,,,,
,,,,,,,,,,2970488,soil,,,,,,,,
,,,,,,,,,,2863854,soil,,,,,,,,
,,,,,,,,,,3028493,soil,,,,,,,,
,,,,,,,,,,2894593,soil,,,,,,,,
,,,,,,,,,,2079428,soil,,,,,,,,
,,,,,,,,,,2315619,soil,,,,,,,,
,,,,,,,,,,2762406,soil,,,,,,,,
,,,,,,,,,,2871547,soil,,,,,,,,
,,,,,,,,,,2315618,soil,,,,,,,,
,,,,,,,,,,2182397,soil,,,,,,,,
